,GBOV_ID,Site,GROUND_DATA_PI,GROUND_DATA_PIs_Email,GBOV_Email,Network,Elevation,IGBP_class,Lat_IS,Lon_IS,TIME_IS,Version,up_flag,down_flag,LAI_Miller_up,LAI_Warren_up,LAIe_Miller_up,LAIe_Warren_up,LAI_Miller_down,LAI_Warren_down,LAIe_Miller_down,LAIe_Warren_down,LAI_Miller_up_err,LAI_Warren_up_err,LAIe_Miller_up_err,LAIe_Warren_up_err,clumping_Miller_up,clumping_Warren_up,LAI_Miller_down_err,LAI_Warren_down_err,LAIe_Miller_down_err,LAIe_Warren_down_err,clumping_Miller_down,clumping_Warren_down,clumping_Miller_up_err,clumping_Warren_up_err,clumping_Miller_down_err,clumping_Warren_down_err
76,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20190424T063800Z,2.0,0.0,0.0,3.52,3.26,2.26,2.09,0.119,0.099,0.105,0.09,0.11,0.19,0.07,0.11,0.642,0.64,0.014,0.02,0.011,0.015,0.88,0.91,0.028,0.05,0.14,0.24
77,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20190508T054700Z,2.0,0.0,0.0,3.71,3.1,2.29,1.95,0.175,0.145,0.166,0.14,0.11,0.14,0.07,0.1,0.618,0.63,0.011,0.016,0.009,0.014,0.94,0.97,0.027,0.04,0.08,0.15
78,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20190522T054100Z,2.0,0.0,0.0,3.98,3.3,2.7,2.21,0.145,0.14,0.132,0.12,0.11,0.17,0.08,0.11,0.679,0.67,0.016,0.04,0.013,0.027,0.91,0.89,0.027,0.05,0.13,0.31
79,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20190604T053100Z,2.0,0.0,0.0,4.3,3.45,3.25,2.53,0.263,0.223,0.237,0.205,0.11,0.13,0.08,0.1,0.756,0.73,0.018,0.033,0.014,0.026,0.9,0.92,0.027,0.04,0.08,0.18
80,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20190618T054500Z,2.0,0.0,0.0,4.69,3.94,3.55,2.96,0.179,0.16,0.158,0.145,0.13,0.18,0.1,0.15,0.757,0.75,0.019,0.03,0.015,0.024,0.88,0.9,0.029,0.05,0.13,0.23
81,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20190702T054100Z,2.0,0.0,0.0,4.56,3.77,3.43,2.87,0.283,0.237,0.251,0.215,0.12,0.14,0.09,0.1,0.752,0.76,0.025,0.032,0.019,0.027,0.89,0.91,0.027,0.04,0.1,0.17
82,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20190716T054500Z,2.0,0.0,0.0,4.57,3.64,3.33,2.65,0.291,0.231,0.255,0.21,0.12,0.16,0.09,0.11,0.728,0.73,0.028,0.035,0.021,0.029,0.88,0.91,0.027,0.04,0.11,0.18
83,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20190730T060400Z,2.0,0.0,0.0,5.1,4.15,3.8,3.09,0.274,0.2,0.239,0.18,0.14,0.17,0.1,0.13,0.745,0.74,0.027,0.05,0.022,0.04,0.87,0.9,0.028,0.04,0.12,0.27
84,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20190813T060900Z,2.0,0.0,0.0,4.84,3.92,3.55,2.92,0.51,0.369,0.488,0.36,0.12,0.14,0.1,0.11,0.734,0.74,0.028,0.027,0.024,0.026,0.96,0.97,0.027,0.04,0.07,0.1
85,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20190827T061700Z,2.0,0.0,0.0,5.01,3.92,3.71,2.89,0.425,0.322,0.409,0.312,0.13,0.16,0.1,0.13,0.742,0.74,0.021,0.028,0.018,0.023,0.96,0.97,0.027,0.04,0.06,0.11
86,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20190910T065300Z,2.0,0.0,8.0,4.66,3.78,3.45,2.79,0.465,0.34,0.43,0.32,0.12,0.15,0.09,0.1,0.741,0.74,0.034,0.05,0.028,0.04,0.93,0.94,0.028,0.04,0.09,0.17
87,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20190924T074100Z,2.0,0.0,8.0,4.13,3.23,3.06,2.43,0.39,0.28,0.32,0.25,0.11,0.13,0.08,0.1,0.741,0.75,0.05,0.04,0.029,0.04,0.81,0.9,0.028,0.04,0.12,0.19
88,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20191008T070200Z,2.0,0.0,16.0,4.22,3.91,3.11,2.99,0.305,0.211,0.281,0.203,0.12,0.14,0.09,0.12,0.736,0.76,0.025,0.023,0.019,0.021,0.92,0.96,0.029,0.04,0.1,0.15
89,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20191022T073200Z,2.0,0.0,16.0,3.97,3.51,2.51,2.18,0.102,0.063,0.092,0.06,0.12,0.17,0.08,0.11,0.633,0.62,0.017,0.014,0.014,0.012,0.9,0.95,0.027,0.04,0.2,0.29
90,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20200627T052400Z,2.0,0.0,0.0,5.1,3.98,3.85,3.01,0.59,0.42,0.538,0.4,0.13,0.18,0.1,0.14,0.755,0.75,0.04,0.04,0.033,0.04,0.91,0.96,0.028,0.05,0.09,0.13
91,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20200706T055600Z,2.0,0.0,0.0,5.07,3.94,3.82,2.97,0.44,0.37,0.395,0.33,0.13,0.14,0.1,0.11,0.753,0.75,0.04,0.06,0.028,0.04,0.9,0.9,0.028,0.04,0.1,0.19
92,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20200723T060200Z,2.0,2.0,2.0,4.6,4.24,3.49,3.21,0.318,0.252,0.293,0.232,0.13,0.17,0.09,0.13,0.759,0.76,0.021,0.032,0.017,0.022,0.92,0.92,0.029,0.04,0.08,0.14
93,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20200803T061100Z,2.0,0.0,0.0,4.6,3.9,3.54,2.89,0.543,0.41,0.503,0.38,0.12,0.15,0.09,0.11,0.768,0.74,0.032,0.05,0.026,0.04,0.93,0.94,0.029,0.04,0.07,0.15
94,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20200818T061400Z,2.0,0.0,0.0,5.0,4.41,3.73,3.27,0.41,0.29,0.327,0.26,0.13,0.18,0.1,0.15,0.747,0.74,0.06,0.05,0.035,0.04,0.79,0.89,0.028,0.04,0.14,0.23
95,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20200831T063200Z,2.0,0.0,0.0,4.65,3.65,3.52,2.78,0.626,0.479,0.603,0.463,0.12,0.13,0.09,0.1,0.758,0.76,0.025,0.032,0.021,0.027,0.96,0.97,0.028,0.04,0.05,0.09
96,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20200917T072100Z,2.0,0.0,0.0,4.52,3.89,3.46,2.89,0.196,0.161,0.181,0.15,0.12,0.15,0.09,0.12,0.767,0.74,0.02,0.03,0.017,0.025,0.93,0.93,0.029,0.04,0.13,0.24
97,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20201001T212200Z,2.0,0.0,0.0,4.32,3.9,3.3,2.87,0.369,0.272,0.355,0.264,0.12,0.17,0.09,0.12,0.764,0.73,0.021,0.024,0.018,0.021,0.96,0.97,0.029,0.05,0.07,0.12
98,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20201012T071000Z,2.0,0.0,0.0,3.95,3.64,2.85,2.56,0.092,0.071,0.083,0.067,0.11,0.16,0.08,0.11,0.721,0.7,0.013,0.017,0.011,0.015,0.91,0.94,0.028,0.04,0.17,0.31
99,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20201027T165800Z,2.0,0.0,0.0,3.59,3.12,2.28,2.03,0.085,0.073,0.074,0.065,0.11,0.15,0.07,0.1,0.635,0.65,0.015,0.023,0.012,0.018,0.87,0.9,0.027,0.05,0.21,0.4
100,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20210413T062500Z,2.0,0.0,0.0,3.12,2.88,1.92,1.74,0.133,0.132,0.121,0.12,0.11,0.2,0.06,0.11,0.618,0.6,0.016,0.028,0.013,0.022,0.91,0.91,0.029,0.06,0.15,0.26
101,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20210428T100200Z,2.0,0.0,0.0,3.17,2.75,2.02,1.77,0.097,0.067,0.08,0.059,0.1,0.15,0.06,0.09,0.637,0.64,0.022,0.029,0.014,0.023,0.82,0.9,0.029,0.05,0.24,0.5
102,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20210513T054900Z,2.0,0.0,0.0,3.14,2.33,1.99,1.51,0.136,0.102,0.117,0.093,0.1,0.13,0.06,0.08,0.633,0.65,0.022,0.031,0.017,0.026,0.86,0.9,0.027,0.05,0.19,0.4
103,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20210525T053800Z,2.0,0.0,0.0,3.78,3.06,2.86,2.28,0.28,0.2,0.235,0.189,0.1,0.14,0.07,0.09,0.757,0.74,0.04,0.04,0.024,0.028,0.84,0.92,0.029,0.05,0.14,0.21
104,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20210623T185000Z,2.0,0.0,0.0,4.53,3.57,3.44,2.66,0.36,0.27,0.274,0.24,0.12,0.16,0.09,0.11,0.759,0.75,0.06,0.05,0.033,0.04,0.77,0.88,0.028,0.04,0.16,0.23
105,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20210707T053900Z,2.0,0.0,0.0,4.12,3.68,3.11,2.72,0.4,0.28,0.332,0.24,0.11,0.15,0.08,0.14,0.756,0.74,0.04,0.07,0.032,0.05,0.84,0.87,0.029,0.05,0.12,0.27
106,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20210719T093000Z,2.0,0.0,0.0,4.34,4.05,3.4,3.12,0.26,0.19,0.205,0.159,0.12,0.17,0.09,0.14,0.782,0.77,0.04,0.05,0.025,0.034,0.8,0.84,0.03,0.05,0.15,0.29
107,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20210804T155500Z,2.0,0.0,0.0,4.33,3.7,3.34,2.86,0.205,0.16,0.173,0.146,0.12,0.16,0.09,0.12,0.772,0.77,0.031,0.04,0.022,0.032,0.85,0.89,0.03,0.05,0.17,0.3
108,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20210819T155000Z,2.0,0.0,0.0,4.46,4.13,3.43,3.17,0.28,0.22,0.227,0.19,0.13,0.2,0.09,0.13,0.769,0.77,0.04,0.06,0.028,0.04,0.81,0.86,0.03,0.05,0.16,0.28
109,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20210901T125200Z,2.0,0.0,0.0,4.2,3.72,3.26,2.8,0.287,0.22,0.243,0.19,0.12,0.16,0.09,0.11,0.775,0.75,0.035,0.05,0.026,0.04,0.84,0.87,0.031,0.04,0.14,0.29
110,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20210914T182800Z,2.0,0.0,0.0,4.23,3.42,3.2,2.62,0.278,0.211,0.252,0.198,0.12,0.14,0.09,0.1,0.755,0.77,0.026,0.032,0.021,0.027,0.91,0.94,0.029,0.04,0.11,0.19
111,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20210929T171000Z,2.0,0.0,0.0,4.04,3.66,3.11,2.87,0.185,0.15,0.158,0.133,0.11,0.16,0.08,0.11,0.772,0.78,0.026,0.04,0.02,0.033,0.85,0.87,0.029,0.05,0.16,0.33
112,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20211013T170900Z,2.0,0.0,0.0,4.09,3.12,2.97,2.29,0.164,0.13,0.139,0.11,0.12,0.13,0.08,0.09,0.726,0.73,0.027,0.05,0.02,0.035,0.85,0.8,0.028,0.04,0.19,0.4
113,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20211027T170900Z,2.0,0.0,2.0,3.34,3.16,2.25,2.05,0.126,0.104,0.112,0.097,0.1,0.17,0.06,0.1,0.673,0.65,0.016,0.022,0.012,0.019,0.89,0.93,0.028,0.05,0.14,0.27
114,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20220412T063900Z,2.0,0.0,0.0,3.085313714971454,2.6505315299939736,1.992088193246535,1.7887693957584885,0.1229551790830318,0.0856183081884109,0.1041403585548291,0.078567127301875,0.0785732115487012,0.1279787442079312,0.0476323674697242,0.0825364050375443,0.6456679538226363,0.6748719551216037,0.021632649609175,0.0254907994611383,0.0163641314933147,0.0209299929913659,0.8469782186605003,0.9176440058705768,0.0225548490816948,0.04507212625207,0.1997974028411566,0.3666074369639832
115,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20220426T063000Z,2.0,0.0,0.0,2.983578172752328,2.625765785693626,1.889062627530906,1.709506870306417,0.1033055746936625,0.078651544929678,0.0919958601352454,0.0742770236696544,0.0844022468989207,0.139926440091559,0.0469011158201645,0.0887138481395713,0.6331533876949703,0.6510507828308956,0.0151250843860998,0.017854590501907,0.0124224642582659,0.0160928988120552,0.8905217400711006,0.9443809875071768,0.0238311350903013,0.0484271014137915,0.1773683435506346,0.2963532605700543
116,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20220511T055300Z,2.0,0.0,0.0,3.1877085182392526,2.4821889114762823,1.973438789730651,1.5535110923943602,0.1766976800643108,0.1690057657441148,0.1566350876184411,0.1547740248236299,0.0850856324068937,0.1370777262837312,0.0481400362217274,0.0768905072501242,0.6190775531825257,0.6258633600415245,0.0229269930241424,0.0382160138963269,0.0174689131475933,0.0282189177949185,0.8864580879694192,0.915791388194219,0.0223856074061176,0.0464130359448885,0.1516694309246112,0.266010533575001
117,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20220526T054500Z,2.0,0.0,0.0,3.753333586496281,3.3220094252612253,2.876037352849812,2.553901795890838,0.2647034067893152,0.2129388167209465,0.2182171573368314,0.1846491043377972,0.0744327179055434,0.1089668283382049,0.0506258421681381,0.0689543297870743,0.7662621204779668,0.7687822245386954,0.0393195696923751,0.0582800744739165,0.0279538250624474,0.0446501900583511,0.8243836374592508,0.8671462872820287,0.0203185956652054,0.0326611733587146,0.161702330009837,0.3166936183635325
118,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20220607T053800Z,2.0,0.0,0.0,4.298259822784825,3.631014178624573,3.2891641893455223,2.7466911922533086,0.3568847643665786,0.3210893522300241,0.3093190106521241,0.2643189083082464,0.0798721201037678,0.1249302762062859,0.0622697931535808,0.0802546186869356,0.7652315878881623,0.756452896389888,0.0397476775317812,0.0832540083080102,0.0268650320849871,0.0436104233162998,0.8667195731964709,0.823194249427779,0.0202998468829088,0.034145557492359,0.1224115712342003,0.2529920400347728
119,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20220622T083000Z,2.0,0.0,0.0,4.359841940506001,4.071312901058492,3.2950175306622524,3.078675673207809,0.3004376818913653,0.2506268863826281,0.2378445568781329,0.2046786328131299,0.0876009230348238,0.1567622229357453,0.0634721768851053,0.11886467377332,0.7557653638883601,0.7561874383094926,0.0463647269197992,0.0574030219354829,0.0286534783239397,0.037671664004337,0.7916602051407609,0.816666702313216,0.0210366587896838,0.0412328313735923,0.154990103006362,0.2399578995542017
120,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20220707T053800Z,2.0,0.0,0.0,4.86246800852124,3.853282276693773,3.613861166453951,2.893006325573949,0.4241272060942541,0.2959765560863114,0.3373289075756989,0.2544834283609991,0.0916769920556596,0.1363840998054785,0.0630300633802026,0.1063433279287038,0.7432154124450452,0.7507901362617616,0.0582323666831287,0.0704811714748833,0.0400080977158602,0.0544051380605301,0.795348430208304,0.8598094110088496,0.0190887585208969,0.0383120828565648,0.1443019003359959,0.27515383417935
121,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20220802T061700Z,2.0,0.0,0.0,4.649830030975211,4.162815997670736,3.5308992856797325,3.1371869913232397,0.5371935346951335,0.4135713607546573,0.4733855454758898,0.3686655913009612,0.0873577011741841,0.1491962529595805,0.0662501932068863,0.1038101674494013,0.7593609362403285,0.7536213450411025,0.0463332239407073,0.0759730051983381,0.0356236467994733,0.0595288129325772,0.8812197372117372,0.8914195379202394,0.0201625938019573,0.0367616104531034,0.1008685068331259,0.2180218589279604
122,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20220816T061600Z,2.0,0.0,0.0,4.834962501686334,3.777266866655248,3.655477533920664,2.8866708984045,0.6608190374136349,0.4573180853227182,0.6133886539816922,0.4387471468256672,0.0809323996549207,0.1290463292482969,0.066198386076363,0.0980580701502876,0.75605085512984,0.7642221215258306,0.0392077711982428,0.0396357787790266,0.029724798810293,0.0346746310553773,0.9282248531798064,0.9593916376957932,0.0186446349042249,0.0368184223810305,0.071108721352207,0.1125297173320682
123,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20220830T063400Z,2.0,0.0,0.0,4.590017739801079,3.96300735591828,3.474050660046584,2.97962731486491,0.3495114178361817,0.2385981203687107,0.2915956251724807,0.2086154725233742,0.0755506800599133,0.1209922219613895,0.0575116426411373,0.0945219166889562,0.756870856929878,0.7518601524711255,0.0433626452348948,0.058468182534483,0.0324150931471524,0.0460640151657375,0.8342949909268872,0.8743382898448503,0.017669008738784,0.0331026645247831,0.1389797278225579,0.2884060106375841
124,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20220912T091400Z,2.0,0.0,0.0,4.407324921671886,3.856162284458209,3.3754186326783917,2.8996129365940777,0.3291967173695959,0.2076816666734051,0.2578486737504595,0.1693493923353665,0.0785612558049721,0.1244832436774742,0.0538361252311886,0.0945828003258695,0.765865619773264,0.7519426628595516,0.0520633424053772,0.073049756730884,0.0363267008404059,0.0530205471203515,0.7832662360996984,0.815427741157726,0.0183187895228891,0.0345084404760645,0.1658981453762426,0.3839806074368379
125,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20220927T070900Z,2.0,0.0,0.0,4.128268266120004,3.7823998957351423,3.154717515295312,2.9155500940941987,0.4011878844608599,0.2718212259323287,0.3528251456853253,0.2504980972870608,0.0808173708982454,0.1221787400832211,0.0573671575905035,0.09262045536113,0.7641745429156198,0.7708201603383178,0.0408232902855574,0.0453018364963505,0.0308700858946908,0.0371908293476194,0.8794511483303458,0.9215545858417382,0.0204182056246556,0.0349225181723381,0.1180218622204193,0.2056910948515446
126,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20221011T072200Z,2.0,0.0,0.0,4.232005330584758,3.467532073487733,3.0962216251152244,2.514173639265525,0.3518408774440286,0.2414601500116475,0.2862582543688892,0.2144261096886474,0.080345873739433,0.1131555864166866,0.0608141364610633,0.0862424643575125,0.7316204454514247,0.7250613940930917,0.0512050099881934,0.0577431901236475,0.0325471754845037,0.04193631857598,0.813601467937527,0.8880393293812828,0.019985778587688,0.0343281733806082,0.1502580992101061,0.2743426560967097
127,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20221024T102300Z,2.0,0.0,0.0,3.674492883524249,3.241025039914553,2.353649492250735,2.1144514628521893,0.1662079908891921,0.1156580656360185,0.1344776407808018,0.1043936536134239,0.0854140915354049,0.1395468291277876,0.0497900496056928,0.0933482291168867,0.6405372297233359,0.6524020755198902,0.0336655609236127,0.0353433162237595,0.0233508070265551,0.0280264641135987,0.8090925115053927,0.9026059102696372,0.0201320878694758,0.0402319724964189,0.2158593883889687,0.3671482368943505
128,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20230411T174900Z,2.0,0.0,0.0,3.093148991655175,2.7784044892302626,1.9694142668795769,1.7958670023204917,0.1503671879514398,0.1011822822476931,0.129031106583932,0.0931990030062664,0.0863689355574349,0.1620802404157037,0.0514370850251283,0.0986380829585496,0.6367020380178077,0.646366290179017,0.0262982182219204,0.0256190472496326,0.0193762900304672,0.020603638508502,0.858106800704432,0.9211000279487298,0.0243435312891484,0.0517893011440706,0.1978080081203856,0.3096064935409939
129,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20230426T061200Z,2.0,0.0,0.0,3.130513813037872,2.772474762805742,1.988406461819611,1.7671982689644,0.2018436704997475,0.1610703802604012,0.1820372227825901,0.1517802881106507,0.0873485130183848,0.1627325238150267,0.0522902463698197,0.1039636887893966,0.6351693621469913,0.6374082435924492,0.022748693634988,0.025277316580682,0.0174285314116192,0.0214024568591232,0.9018723368034364,0.9423227775663578,0.0243535879483395,0.0529705909764769,0.133369686955027,0.1988094480521472
130,GBOV_RM7_187,Harvard Forest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,351,Mixed Forest,42.5377998352051,-72.171501159668,20230509T055700Z,2.0,0.0,0.0,3.07897935069545,2.31311487329637,2.0488464600391376,1.6610207176681224,0.1971552005215995,0.1506025183413704,0.184040045711334,0.1424273667769957,0.0744868845509259,0.1124318082385872,0.0476435607620699,0.0767956697213018,0.6654303997122826,0.7180882959353583,0.0155390561186075,0.024045774878862,0.0127023351428848,0.019025099453991,0.9334780174422606,0.9457170327932756,0.0223291080648932,0.0481716359056082,0.0977957926449643,0.196871625059518
